Ref Frequency,Temp,
21699918.93,10.75,
Frequency,Temp,ppm
21699918.93,12,0
21699918.83,12.5,-0.005
21699918.78,13,-0.007
21699918.8,13.5,-0.006
21699918.75,14,-0.008
21699918.84,14.5,-0.004
21699918.65,14.75,-0.013
21699918.71,15.5,-0.01
21699918.65,16,-0.013
21699918.64,16.5,-0.014
21699918.58,17,-0.016
21699918.56,17.5,-0.017
21699918.67,18,-0.012
21699918.69,18.5,-0.011
21699918.7,19,-0.011
21699918.7,19.75,-0.011
21699918.74,20.25,-0.009
21699918.81,20.75,-0.006
21699918.76,21.25,-0.008
21699918.73,21.75,-0.009
21699918.78,22.5,-0.007
21699918.76,23.25,-0.008
21699918.63,24,-0.014
21699918.57,24.75,-0.017
21699918.57,25.25,-0.017
21699918.45,26,-0.022
21699918.36,26.75,-0.027
21699918.31,27.5,-0.029
21699918.27,28,-0.031
21699918.12,28.75,-0.037
21699918.15,29.25,-0.036
21699918.19,30,-0.034
21699918.09,30.75,-0.039
21699918.05,31.5,-0.041
21699918.03,32.25,-0.042
21699918.16,32.75,-0.036
21699918.15,33.5,-0.036
21699918.29,34.25,-0.03
21699918.43,35,-0.023
21699918.61,35.75,-0.015
21699918.73,36.25,-0.009
21699918.84,37,-0.004
21699918.98,37.75,0.002
21699919.13,38.5,0.009
21699919.2,39.25,0.012
21699919.4,39.75,0.022
21699919.56,40.5,0.029
21699919.78,41.25,0.039
21699919.95,42,0.047
21699920.13,42.75,0.055
21699920.33,43.25,0.065
21699920.73,44,0.083
21699921,44.75,0.095
21699921.26,45.5,0.107
21699921.48,46.25,0.118
21699921.68,46.75,0.127
21699921.83,47.5,0.134
21699922.01,48.25,0.142
21699922.21,49,0.151
21699922.55,49.75,0.167
21699922.73,50.25,0.175
21699922.9,51,0.183
21699923.02,51.75,0.188
21699923.07,52.5,0.191
21699923.25,53.25,0.199
21699923.07,53.5,0.191
21699923.14,54.25,0.194
21699923.2,55,0.197
21699923.19,55.5,0.196
21699923.05,56.25,0.19
21699923.11,56.5,0.193
21699923.01,57.25,0.188
21699922.93,57.75,0.184
21699922.94,58.25,0.185
21699922.86,59,0.181
21699922.74,59.5,0.176
21699922.7,60,0.174
21699922.56,60.5,0.167
21699922.46,61,0.163
21699922.31,61.5,0.156
21699922.17,62,0.149
21699921.97,62.5,0.14
21699921.83,63.25,0.133
21699921.77,63.5,0.131
21699921.68,64,0.127
21699921.6,64.5,0.123
21699921.55,65,0.121
21699921.57,65.5,0.121
21699921.47,65.75,0.117
21699921.46,66.75,0.116
21699921.48,66.75,0.117
21699921.45,67.25,0.116
21699921.53,67.5,0.12
21699921.58,68,0.122
21699921.58,68.5,0.122
21699921.75,68.75,0.13
21699921.74,69.25,0.129
21699921.84,69.75,0.134
21699921.96,69.75,0.139
21699922.03,70.25,0.143
21699922.03,70.5,0.143
21699922.17,71,0.149
21699922.23,71.25,0.152
21699922.3,71.5,0.155
21699922.42,72,0.161
21699922.65,72.25,0.171
21699922.72,72.25,0.174
21699922.8,72.75,0.178
21699922.88,73,0.182
21699923.03,73.25,0.189
21699923.1,73.5,0.192
21699923.22,73.75,0.198
21699923.31,74,0.202
21699923.49,74.25,0.21
21699923.62,74.25,0.216
21699923.73,74.5,0.221
21699923.78,74.75,0.223
21699923.92,75,0.23
21699923.95,75.25,0.231
21699924.01,75.5,0.234
21699924.18,75.75,0.242
21699924.23,76,0.244
21699924.28,75.75,0.246
21699924.3,76.25,0.247
21699924.34,76.25,0.249
21699924.25,76.25,0.245
21699924.43,76.5,0.253
21699924.42,76.5,0.253
21699924.33,76.75,0.249
21699924.27,77,0.246
21699924.22,77,0.244
21699924.16,77.25,0.241
21699924.17,77.5,0.241
21699924.2,77.5,0.243
21699924.06,77.5,0.236
21699924.03,77.75,0.235
21699923.91,77.75,0.23
21699923.86,78,0.227
21699923.76,78,0.222
21699923.48,78.25,0.209
21699923.41,78.25,0.206
21699923.39,78.5,0.206
21699923.24,78.5,0.199
21699923.22,78.25,0.198
21699923.06,78.5,0.19
21699923,78.75,0.188
21699922.95,78.5,0.185
21699922.79,78.75,0.178
21699922.7,78.75,0.173
21699922.59,78.75,0.169
21699922.59,79,0.169
21699922.56,79,0.167
21699922.32,79,0.156
21699922.19,79,0.15
21699922.18,79.25,0.15
21699922.03,79.25,0.143
21699921.95,79.25,0.139
21699921.85,79.25,0.135
21699921.74,79.5,0.129
21699921.64,79.5,0.125
21699921.71,79.5,0.128
21699921.67,79.5,0.126
21699921.57,79.75,0.121
21699921.41,79.75,0.114
21699921.39,79.75,0.113
21699921.25,79.75,0.107
21699921.12,79.75,0.101
21699921.16,80,0.102
21699921,80,0.095
21699921,80,0.095
21699920.84,80,0.088
21699920.75,80,0.084
21699920.65,80,0.079
21699920.5,80.25,0.072
21699920.54,80.25,0.074
21699920.53,80.25,0.074
21699920.43,80.25,0.069
21699920.42,80.25,0.069
21699920.27,80.25,0.061
21699920.34,80.25,0.065
21699920.32,80.5,0.064
21699920.22,80.25,0.059
21699920.05,80.5,0.052
21699920.05,80.5,0.051
21699920.11,80.5,0.054
21699919.93,80.5,0.046
21699919.99,80.5,0.049
21699919.9,80.5,0.045
21699919.79,80.5,0.039
21699919.82,80.5,0.041
21699919.74,80.5,0.037
21699919.7,80.75,0.035
21699919.59,80.75,0.03
21699919.72,80.75,0.036
21699919.79,80.75,0.039
21699919.89,80.75,0.044
21699919.9,80.75,0.044
21699919.93,80.5,0.046
21699919.98,80.5,0.048
21699920.03,80.5,0.05
21699920.01,80.5,0.05
21699920.06,80.75,0.052
21699920.11,81,0.055
21699920.22,81,0.06
21699920.35,81,0.065
21699920.34,81,0.065
21699920.34,80.75,0.065
21699920.24,81,0.06
21699920.19,81,0.058
21699920.13,81,0.055
21699920.19,80.75,0.058
21699920.2,81,0.058
21699920.04,81,0.051
21699919.99,81,0.049
21699920.06,80.75,0.052
21699920,81,0.049
21699919.91,80.75,0.045
21699919.93,80.75,0.046
21699919.92,80.75,0.046
21699919.97,81,0.048
21699919.89,80.75,0.044
21699919.86,81,0.043
21699919.86,81,0.043
21699919.86,81,0.043
21699919.81,80.75,0.041
21699919.78,81,0.039
21699919.75,81,0.038
21699919.62,81,0.032
21699919.56,81,0.029
21699919.57,81,0.029
21699919.61,81,0.031
21699919.44,81,0.023
21699919.55,81,0.029
21699919.62,81,0.032
21699919.69,81,0.035
21699919.7,81,0.035
21699919.79,81,0.039
21699919.76,81,0.038
21699919.85,81,0.042
21699919.89,81,0.044
21699919.96,81,0.047
21699919.97,81,0.048
21699919.89,81,0.044
21699920,81,0.049
21699919.91,81,0.045
21699919.91,81,0.045
21699920.02,81,0.05
21699919.97,81,0.048
21699919.95,81,0.047
21699919.82,81,0.041
21699919.66,81,0.034
21699919.46,81.25,0.024
21699919.58,81,0.03
21699919.48,81.25,0.025
21699919.57,81.25,0.029
21699919.53,81.25,0.027
21699919.48,81.25,0.025
21699919.48,81.25,0.025
21699919.48,81.25,0.025
21699919.56,81.25,0.029
21699919.51,81.25,0.027
21699919.51,81.25,0.026
21699919.48,81.25,0.025
21699919.41,81.25,0.022
21699919.42,81.25,0.023
21699919.39,81.25,0.021
21699919.39,81.25,0.021
21699919.36,81.25,0.02
21699919.37,81.25,0.02
21699919.31,81.25,0.018
21699919.33,81.25,0.018
21699919.18,81.25,0.011
21699919.02,81.25,0.004
21699919.1,81.25,0.008
21699918.95,81.25,0.001
21699918.93,81.25,0
21699918.94,81.25,0
21699918.83,81.25,-0.005
21699918.92,81.25,-0.001
21699918.83,81.25,-0.005
21699918.88,81.25,-0.002
21699918.9,81.25,-0.002
21699918.88,81.25,-0.002
21699918.82,81.25,-0.005
21699918.83,81.25,-0.005
21699918.77,81.25,-0.007
21699918.66,81.25,-0.013
21699918.81,81.25,-0.006
21699918.77,81.25,-0.007
21699918.68,81.25,-0.012
21699918.73,81.25,-0.01
21699918.64,81.25,-0.014
21699918.69,81.5,-0.011
21699918.5,81.5,-0.02
21699918.52,81.25,-0.019
21699918.39,81.5,-0.025
21699918.49,81.5,-0.02
21699918.48,81.25,-0.021
21699918.46,81.25,-0.022
21699918.43,81.5,-0.023
21699918.4,81.5,-0.025
21699918.44,81.5,-0.022
21699918.43,81.5,-0.023
21699918.36,81.5,-0.026
21699918.44,81.5,-0.023
21699918.37,81.5,-0.026
21699918.18,81.5,-0.035
21699918.26,81.5,-0.031
21699918.17,81.5,-0.035
21699918.15,81.75,-0.036
21699917.99,81.75,-0.043
21699917.98,82,-0.044
21699917.84,82,-0.05
21699917.72,82,-0.056
21699917.72,82.25,-0.056
21699917.58,82.25,-0.062
21699917.4,82.5,-0.07
21699917.36,82.5,-0.072
21699917.28,82.75,-0.076
21699917.12,82.75,-0.084
21699916.94,83,-0.092
21699916.87,83,-0.095
21699916.66,83.25,-0.105
21699916.58,83.25,-0.108
21699916.51,83.5,-0.112
21699916.4,83.5,-0.117
21699916.21,83.5,-0.126
21699916.21,83.75,-0.125
21699916.1,83.5,-0.131
21699916.03,83.75,-0.134
21699915.97,83.75,-0.137
21699915.98,84,-0.136
21699915.91,84,-0.139
21699915.99,84.25,-0.136
21699915.93,84.25,-0.139
21699915.88,84.25,-0.141
21699915.9,84.25,-0.14
21699915.74,84.5,-0.147
21699915.75,84.5,-0.147
21699915.7,84.5,-0.149
21699915.66,84.75,-0.151
21699915.73,84.75,-0.147
21699915.74,84.75,-0.147
21699915.59,84.75,-0.154
21699915.61,85,-0.153
21699915.53,85,-0.157
21699915.5,85,-0.158
21699915.54,85,-0.156
21699915.51,85,-0.158
21699915.6,85,-0.154
21699915.67,85,-0.15
21699915.68,85,-0.15
21699915.79,84.75,-0.145
21699915.9,84.75,-0.14
21699916.04,84.5,-0.133
21699916.23,84.25,-0.124
21699916.39,84,-0.117
21699916.48,84,-0.113
21699916.76,83.75,-0.1
21699917.05,83.25,-0.087
21699917.48,82.75,-0.067
21699917.86,82.5,-0.049
21699918.21,82,-0.033
21699918.72,81.5,-0.01
21699919.24,81,0.014
21699919.66,80.5,0.034
21699920.28,80,0.062
21699920.75,79.5,0.084
21699921.24,78.75,0.106
21699921.66,78,0.126
21699921.87,77.75,0.135
21699922.16,77,0.149
21699922.2,76.25,0.15
21699922.08,75.5,0.145
21699921.96,75,0.14
21699921.66,74.5,0.126
21699921.31,73.75,0.109
21699920.99,73,0.095
21699920.75,72,0.084
21699920.4,71.5,0.068
21699920.1,70.75,0.054
21699919.91,70,0.045
21699919.77,69.25,0.039
21699919.66,68.5,0.034
21699919.66,67.75,0.034
21699919.69,67,0.035
21699919.56,66.25,0.029
21699919.62,65.25,0.032
21699919.67,64.75,0.034
21699919.82,63.75,0.041
21699919.92,63,0.046
21699920.16,62.25,0.056
21699920.22,61.5,0.059
21699920.41,60.5,0.068
21699920.58,59.75,0.076
21699920.61,59,0.077
21699920.79,58.25,0.085
21699920.82,57.25,0.087
21699920.94,56.25,0.092
21699920.99,55.75,0.095
21699920.97,54.75,0.094
21699920.97,53.75,0.094
21699920.83,53,0.087
21699920.8,52.25,0.086
21699920.65,51.5,0.079
21699920.44,50.5,0.069
21699920.26,49.75,0.061
21699919.98,48.75,0.048
21699919.7,48,0.035
21699919.34,47,0.019
21699919,46,0.003
21699918.51,45.5,-0.019
21699918.17,44.5,-0.035
21699917.81,43.5,-0.052
21699917.48,43,-0.067
21699917.14,42,-0.083
21699916.9,41,-0.094
21699916.61,40,-0.107
21699916.32,39.25,-0.12
21699916.11,38.5,-0.13
21699915.84,37.5,-0.143
21699915.64,36.5,-0.152
21699915.39,35.75,-0.163
21699915.11,35,-0.176
21699914.76,34,-0.192
21699914.44,33,-0.207
21699914.32,32.25,-0.213
21699914.2,31.25,-0.218
21699914.14,30.5,-0.221
21699914.14,29.25,-0.221
21699914.02,28.75,-0.226
21699914,27.75,-0.227
21699914,26.75,-0.227
21699913.96,26,-0.229
21699914.09,25.25,-0.223
21699914.16,24.25,-0.22
21699914.14,23.25,-0.221
21699914.09,22.5,-0.223
21699914.09,21.75,-0.223
21699914.14,20.75,-0.221
21699914.17,19.75,-0.219
21699914.03,19,-0.226
21699914.05,18,-0.225
21699914.14,17.25,-0.221
21699914.04,16.5,-0.226
21699913.96,15.5,-0.229
21699914.1,14.5,-0.223
21699914.12,13.75,-0.222
21699914.19,12.75,-0.219
21699914.2,11.75,-0.218
21699914.29,11,-0.214
21699914.45,10.25,-0.207
21699914.64,9.25,-0.198
21699914.84,8.25,-0.189
21699914.97,7.25,-0.182
21699915.1,6.75,-0.177
21699915.31,5.75,-0.167
21699915.51,4.75,-0.158
21699915.8,3.75,-0.144
21699915.88,3,-0.141
21699916.08,2,-0.131
21699916.22,1.25,-0.125
21699916.29,0.25,-0.122
21699916.38,-0.5,-0.118
21699916.38,-1.5,-0.118
21699916.39,-2.25,-0.117
21699916.38,-3.25,-0.118
21699916.2,-4,-0.126
21699916.12,-4.75,-0.13
21699916.08,-5.5,-0.132
21699915.87,-6.25,-0.141
21699915.8,-7,-0.144
21699915.56,-7.75,-0.156
21699915.47,-8.5,-0.16
21699915.07,-9,-0.178
21699914.91,-9.5,-0.185
21699914.81,-10.25,-0.19
21699914.62,-10.75,-0.199
21699914.45,-11.25,-0.207
21699914.33,-11.75,-0.212
21699914.12,-12.25,-0.222
21699914.08,-12.75,-0.224
21699913.84,-13.25,-0.235
21699913.8,-13.75,-0.236
21699913.68,-14,-0.242
21699913.59,-14.5,-0.246
21699913.44,-15,-0.253
21699913.27,-15.25,-0.261
21699913.27,-15.75,-0.261
21699913.13,-16.25,-0.267
21699913.09,-16.5,-0.269
21699913.06,-16.75,-0.271
21699912.95,-16.75,-0.276
21699912.87,-17.25,-0.279
21699912.89,-17.5,-0.278
21699912.82,-17.75,-0.282
21699912.81,-18,-0.282
21699912.74,-18.25,-0.285
21699912.76,-18.5,-0.284
21699912.78,-18.75,-0.283
21699912.61,-19,-0.292
21699912.61,-19.25,-0.292
21699912.6,-19.25,-0.292
21699912.62,-19.5,-0.291
21699912.62,-19.5,-0.291
21699912.66,-20,-0.289
21699912.57,-20,-0.293
21699912.67,-20,-0.289
21699912.68,-20.25,-0.288
21699912.68,-20.25,-0.288
21699912.64,-20.5,-0.29
21699912.6,-20.5,-0.292
21699912.58,-20.75,-0.293
21699912.6,-21,-0.292
21699912.69,-21,-0.288
21699912.66,-21.25,-0.289
21699912.71,-21.25,-0.287
21699912.73,-21.5,-0.286
21699912.66,-21.5,-0.289
21699912.76,-21.5,-0.284
21699912.74,-21.75,-0.285
21699912.72,-21.75,-0.286
21699912.76,-22,-0.284
21699912.77,-22,-0.284
21699912.77,-22.25,-0.284
21699912.74,-22.25,-0.285
21699912.69,-22.25,-0.288
21699912.82,-22.25,-0.282
21699912.78,-22.5,-0.284
21699912.82,-22.5,-0.282
21699912.77,-22.5,-0.284
21699912.84,-22.5,-0.281
21699912.85,-22.75,-0.28
21699912.9,-22.75,-0.278
21699912.73,-22.75,-0.286
21699912.89,-23,-0.278
21699912.9,-23,-0.278
21699912.91,-23,-0.277
21699912.95,-23,-0.276
21699912.94,-23,-0.276
21699912.98,-23.25,-0.274
21699912.97,-23.25,-0.275
21699913.03,-23.25,-0.272
21699913.01,-23.5,-0.273
21699912.99,-23.5,-0.274
21699913.08,-23.25,-0.27
21699912.98,-23.5,-0.275
21699913.05,-23.5,-0.271
21699913.05,-23.75,-0.271
21699913.09,-23.75,-0.269
21699913.09,-23.5,-0.269
21699913.16,-23.75,-0.266
21699913.13,-23.75,-0.268
21699913.08,-23.75,-0.27
21699913.11,-23.75,-0.268
21699913.11,-23.75,-0.268
21699913.15,-23.75,-0.266
21699913.12,-23.75,-0.268
21699913.17,-23.75,-0.266
21699913.13,-24,-0.267
21699913.16,-24,-0.266
21699913.14,-24.25,-0.267
21699913.24,-24.25,-0.262
21699913.19,-24,-0.265
21699913.26,-24.25,-0.262
21699913.21,-24,-0.264
21699913.22,-24.25,-0.263
21699913.19,-24.25,-0.265
21699913.16,-24.25,-0.266
21699913.14,-24.25,-0.267
21699913.18,-24.5,-0.265
21699913.16,-24.25,-0.266
21699913.19,-24.25,-0.264
21699913.22,-24.25,-0.263
21699913.16,-24.25,-0.266
21699913.29,-24.5,-0.26
21699913.16,-24.5,-0.266
21699913.15,-24.5,-0.266
21699913.18,-24.5,-0.265
21699913.25,-24.5,-0.262
21699913.21,-24.5,-0.264
21699913.28,-24.5,-0.26
21699913.31,-24.5,-0.259
21699913.36,-24.5,-0.257
21699913.38,-24.5,-0.256
21699913.32,-24.75,-0.259
21699913.46,-24.75,-0.252
21699913.58,-24.75,-0.247
21699913.64,-24.75,-0.244
21699913.74,-24.75,-0.239
21699913.77,-24.75,-0.238
21699913.83,-24.75,-0.235
21699913.86,-24.75,-0.234
21699913.95,-24.75,-0.23
21699913.9,-25,-0.232
21699913.92,-24.75,-0.231
21699914.02,-25,-0.226
21699913.99,-25,-0.228
21699913.9,-25,-0.232
21699913.91,-25,-0.231
21699913.9,-25,-0.232
21699913.84,-25,-0.235
21699913.91,-25,-0.231
21699913.92,-25,-0.231
21699913.86,-25,-0.234
21699913.84,-25,-0.235
21699913.86,-25,-0.234
21699913.71,-25,-0.241
21699913.78,-25,-0.237
21699913.83,-25,-0.235
21699913.79,-25,-0.237
21699913.86,-25,-0.234
21699913.78,-25.25,-0.238
21699913.81,-25.25,-0.236
21699913.64,-25.25,-0.244
21699913.65,-25.25,-0.243
21699913.69,-25.25,-0.241
21699913.73,-25.25,-0.24
21699913.69,-25.25,-0.241
21699913.72,-25.25,-0.24
21699913.73,-25.25,-0.24
21699913.72,-25.25,-0.24
21699913.69,-25.25,-0.242
21699913.68,-25.25,-0.242
21699913.7,-25.25,-0.241
21699913.86,-25.25,-0.234
21699913.86,-25.25,-0.234
21699913.85,-25.25,-0.234
21699913.85,-25.25,-0.234
21699913.85,-25.25,-0.234
21699913.71,-25.25,-0.241
21699913.75,-25.5,-0.239
21699913.77,-25.25,-0.238
21699913.81,-25.5,-0.236
21699913.78,-25.5,-0.237
21699913.7,-25.5,-0.241
21699913.75,-25.5,-0.239
21699913.76,-25.5,-0.238
21699913.7,-25.5,-0.241
21699913.71,-25.5,-0.241
21699913.78,-25.5,-0.238
21699913.74,-25.5,-0.239
21699913.79,-25.5,-0.237
21699913.73,-25.5,-0.24
21699913.71,-25.5,-0.241
21699913.69,-25.5,-0.242
21699913.78,-25.5,-0.237
21699913.66,-25.5,-0.243
21699913.66,-25.5,-0.243
21699913.66,-25.5,-0.243
21699913.7,-25.5,-0.241
21699913.65,-25.5,-0.243
21699913.68,-25.5,-0.242
21699913.6,-25.5,-0.246
21699913.61,-25.5,-0.245
21699913.59,-25.5,-0.246
21699913.61,-25.5,-0.245
21699913.69,-25.5,-0.242
21699913.64,-25.5,-0.244
21699913.68,-25.5,-0.242
21699913.65,-25.5,-0.243
21699913.7,-25.5,-0.241
21699913.73,-25.5,-0.24
21699913.77,-25.5,-0.238
21699913.62,-25.5,-0.245
21699913.72,-25.5,-0.24
21699913.75,-25.5,-0.239
21699913.71,-25.75,-0.24
21699913.71,-25.75,-0.241
21699913.67,-25.5,-0.242
21699913.61,-25.75,-0.245
21699913.69,-25.5,-0.242
21699913.69,-25.5,-0.241
21699913.7,-25.75,-0.241
21699913.65,-25.75,-0.243
21699913.72,-25.75,-0.24
21699913.73,-25.75,-0.24
21699913.81,-25.75,-0.236
21699913.72,-25.75,-0.24
21699913.78,-25.75,-0.237
21699913.85,-25.75,-0.234
21699913.84,-25.75,-0.235
21699913.84,-25.75,-0.235
21699913.89,-25.75,-0.232
21699913.93,-25.75,-0.23
21699913.97,-25.75,-0.229
21699913.99,-25.75,-0.228
21699913.91,-25.75,-0.231
21699913.86,-25.75,-0.234
21699913.95,-25.75,-0.23
21699913.99,-25.75,-0.228
21699913.99,-25.75,-0.228
21699913.97,-25.75,-0.229
21699914.01,-25.75,-0.227
21699914.14,-25.75,-0.221
21699914.21,-25.75,-0.218
21699914.34,-25.75,-0.212
21699914.08,-25.75,-0.224
21699914.08,-25.75,-0.223
21699914.09,-25.75,-0.223
21699913.99,-25.75,-0.228
21699914.01,-25.75,-0.227
21699913.97,-26,-0.229
21699913.97,-25.75,-0.229
21699913.93,-25.75,-0.23
21699913.9,-26,-0.232
21699913.95,-26,-0.23
21699913.93,-26,-0.23
21699914.02,-26,-0.226
21699913.86,-26,-0.234
21699913.99,-26.25,-0.228
21699914.01,-26.25,-0.227
21699914.03,-26.25,-0.226
21699914.05,-26.5,-0.225
21699914.02,-26.5,-0.226
21699914.23,-26.75,-0.217
21699914.22,-26.75,-0.217
21699914.4,-26.75,-0.209
21699914.56,-27,-0.202
21699914.63,-27,-0.198
21699914.72,-27.25,-0.194
21699914.82,-27.25,-0.19
21699914.98,-27.5,-0.182
21699915.05,-27.5,-0.179
21699915.12,-27.75,-0.176
21699915.17,-27.75,-0.173
21699915.25,-28,-0.17
21699915.35,-28,-0.165
21699915.32,-28.25,-0.166
21699915.48,-28.25,-0.159
21699915.42,-28.5,-0.162
21699915.54,-28.5,-0.156
21699915.62,-28.5,-0.153
21699915.64,-28.75,-0.152
21699915.57,-28.75,-0.155
21699915.68,-28.75,-0.15
21699915.73,-29,-0.148
21699915.83,-29,-0.143
21699915.78,-29,-0.145
21699915.87,-29.25,-0.141
21699915.89,-29.25,-0.14
21699915.93,-29.25,-0.138
21699915.96,-29.25,-0.137
21699915.95,-29.5,-0.137
21699916,-29.5,-0.135
21699916.05,-29.5,-0.133
21699916.04,-29.5,-0.133
21699916.1,-29.5,-0.131
21699916.15,-29.75,-0.128
21699916.18,-29.75,-0.127
21699916.13,-29.75,-0.129
21699916.11,-29.75,-0.13
21699916.09,-29.75,-0.131
21699916.18,-30,-0.127
21699916.16,-30,-0.128
21699916.22,-30,-0.125
21699916.26,-30,-0.123
21699916.3,-30,-0.121
21699916.22,-30,-0.125
21699916.17,-30,-0.127
21699916.23,-30,-0.125
21699916.32,-30.25,-0.121
21699916.34,-30.25,-0.12
21699916.37,-30.25,-0.118
21699916.38,-30.25,-0.118
21699916.41,-30.25,-0.116
21699916.38,-30.25,-0.118
21699916.33,-30,-0.12
21699916.29,-30,-0.122
21699916.21,-29.75,-0.125
21699916.11,-29.5,-0.13
21699916.02,-29.5,-0.134
21699915.87,-29,-0.141
21699915.74,-28.75,-0.147
21699915.67,-28.5,-0.15
21699915.43,-28,-0.161
21699915.3,-27.75,-0.168
21699915.21,-27.25,-0.172
21699915.09,-27,-0.177
21699914.93,-26.5,-0.184
21699914.79,-26,-0.191
21699914.63,-25.5,-0.198
21699914.48,-25,-0.205
21699914.46,-24.25,-0.206
21699914.35,-23.75,-0.211
21699914.35,-23.25,-0.211
21699914.33,-22.75,-0.212
21699914.29,-22,-0.214
21699914.41,-21.25,-0.208
21699914.52,-20.5,-0.203
21699914.65,-19.75,-0.197
21699914.71,-19.25,-0.195
21699914.92,-18.5,-0.185
21699915.02,-17.75,-0.18
21699915.12,-17,-0.175
21699915.43,-16.25,-0.161
21699915.64,-15.5,-0.152
21699915.87,-14.75,-0.141
21699916.11,-14,-0.13
21699916.42,-13,-0.116
21699916.62,-12.5,-0.106
21699916.8,-11.5,-0.098
21699916.98,-10.75,-0.09
21699917.24,-9.75,-0.078
21699917.58,-9,-0.062
21699917.8,-8.25,-0.052
21699917.87,-7.25,-0.049
21699918.21,-6.5,-0.033
21699918.39,-5.5,-0.025
21699918.52,-4.75,-0.019
21699918.61,-4,-0.015
21699918.61,-4,-0.015
21699918.86,-2.25,-0.003
21699918.84,-1.5,-0.004
21699918.73,-0.5,-0.009
21699918.71,0.5,-0.01
21699918.66,1.25,-0.012
21699918.48,2.25,-0.021
21699918.41,3,-0.024
21699918.22,3.75,-0.033
21699918.08,4.75,-0.039
21699917.96,5.75,-0.045
21699917.73,6.25,-0.055
21699917.46,7,-0.068
21699917.28,8,-0.076
21699917.12,8.75,-0.083
21699917.07,9.5,-0.086
21699916.86,10.25,-0.095
21699916.9,11,-0.094
21699916.6,11.75,-0.107
21699916.69,12.5,-0.103
21699916.48,13.25,-0.113
21699916.4,13.75,-0.117
21699916.31,14.25,-0.121
21699916.28,15,-0.122
21699916.27,15.75,-0.123
21699916.21,16.25,-0.126
21699916.12,17,-0.129
21699916.13,17.25,-0.129
21699916.13,17.75,-0.129
21699915.98,18.25,-0.136
21699916.01,18.75,-0.135
21699916.02,19.5,-0.134
21699916.05,19.75,-0.133
21699916,20,-0.135
21699915.92,20.5,-0.139
21699915.89,21,-0.14
21699915.84,21.5,-0.143
21699915.69,21.75,-0.15
21699915.7,22.25,-0.149
21699915.72,22.5,-0.148
21699915.73,22.75,-0.148
21699915.68,23.25,-0.15
21699915.71,23.5,-0.148
21699915.66,23.75,-0.151
21699915.64,24,-0.152
21699915.61,24.25,-0.153
21699915.55,24.5,-0.156
21699915.59,24.5,-0.154
21699915.51,25,-0.158
21699915.52,25,-0.157
21699915.42,25.25,-0.162
21699915.39,25.5,-0.163
21699915.33,25.75,-0.166
